Stop Name,Line,Borough,Complex ID,Constituent Station Name,Station ID,GTFS Stop ID,Daytime Routes,Entry Allowed,Exit Allowed,Entrance Latitude,Entrance Longitude
161 St-Yankee Stadium,Concourse,Bx,604,161 St-Yankee Stadium,219,D11,4 B D,YES,YES,40.8275867,-73.9240206
155 St,Concourse,M,220,155 St,220,D12,B D,YES,YES,40.830313,-73.936687
Greenpoint Av,Crosstown,B,283,Greenpoint Av,28,G26,G,YES,YES,40.7306151,-73.9542445
Court Sq-23 St,Crosstown,Q,606,Court Sq,281,G22,7 E M G,YES,YES,40.7462617,-73.9448587
Court Sq-23 St,Crosstown,Q,606,Court Sq,281,G22,7 E M G,YES,YES,40.746243,-73.944011
Court Sq-23 St,Crosstown,Q,606,Court Sq,281,G22,7 E M G,YES,YES,40.7468858,-73.9435169
21 St,Crosstown,Q,282,21 St,282,G24,G,YES,YES,40.7446383,-73.9491112
21 St,Crosstown,Q,282,21 St,282,G24,G,YES,YES,40.7447796,-73.9486573
21 St,Crosstown,Q,282,21 St,282,G24,G,YES,YES,40.7445708,-73.9484128
Greenpoint Av,Crosstown,B,283,Greenpoint Av,283,G26,G,YES,YES,40.732247,-73.954772
Greenpoint Av,Crosstown,B,283,Greenpoint Av,283,G26,G,YES,YES,40.7302871,-73.9544914
Greenpoint Av,Crosstown,B,283,Greenpoint Av,283,G26,G,YES,YES,40.732273,-73.954444
Greenpoint Av,Crosstown,B,283,Greenpoint Av,283,G26,G,YES,YES,40.7301032,-73.9543537
Greenpoint Av,Crosstown,B,283,Greenpoint Av,283,G26,G,YES,YES,40.730148,-73.954071
Nassau Av,Crosstown,B,284,Nassau Av,284,G28,G,YES,YES,40.7254669,-73.9519718
Nassau Av,Crosstown,B,284,Nassau Av,284,G28,G,YES,YES,40.725588,-73.951602
Nassau Av,Crosstown,B,284,Nassau Av,284,G28,G,YES,YES,40.7238047,-73.9509807
Nassau Av,Crosstown,B,284,Nassau Av,284,G28,G,YES,YES,40.723666,-73.950898
Nassau Av,Crosstown,B,284,Nassau Av,284,G28,G,YES,YES,40.7239038,-73.9506742
Nassau Av,Crosstown,B,284,Nassau Av,284,G28,G,YES,YES,40.723754,-73.950633
Metropolitan Av/Lorimer St,Crosstown,B,629,Metropolitan Av,285,G29,G L,YES,YES,40.7139407,-73.951735
Metropolitan Av/Lorimer St,Crosstown,B,629,Metropolitan Av,285,G29,G L,YES,YES,40.7137705,-73.9514443
Metropolitan Av/Lorimer St,Crosstown,B,629,Metropolitan Av,285,G29,G L,YES,YES,40.7137476,-73.9517731
Metropolitan Av/Lorimer St,Crosstown,B,629,Metropolitan Av,285,G29,G L,YES,YES,40.7141736,-73.9512734
Metropolitan Av/Lorimer St,Crosstown,B,629,Metropolitan Av,285,G29,G L,YES,YES,40.7117542,-73.9514594
Metropolitan Av/Lorimer St,Crosstown,B,629,Metropolitan Av,285,G29,G L,YES,YES,40.711795,-73.9510425
Metropolitan Av/Lorimer St,Crosstown,B,629,Metropolitan Av,285,G29,G L,YES,YES,40.7139068,-73.9515033
Broadway,Crosstown,B,286,Broadway,286,G30,G,YES,YES,40.7055155,-73.9505395
Broadway,Crosstown,B,286,Broadway,286,G30,G,YES,YES,40.7052004,-73.9503254
Broadway,Crosstown,B,286,Broadway,286,G30,G,YES,YES,40.7055052,-73.9500903
Broadway,Crosstown,B,286,Broadway,286,G30,G,YES,YES,40.7051226,-73.950064
Flushing Av,Crosstown,B,287,Flushing Av,287,G31,G,YES,YES,40.699582,-73.950164
Flushing Av,Crosstown,B,287,Flushing Av,287,G31,G,YES,YES,40.6999886,-73.9499332
Myrtle-Willoughby Avs,Crosstown,B,288,Myrtle-Willoughby Avs,288,G32,G,YES,YES,40.695456,-73.9494675
Myrtle-Willoughby Avs,Crosstown,B,288,Myrtle-Willoughby Avs,288,G32,G,YES,YES,40.6955179,-73.9489642
Bedford-Nostrand Avs,Crosstown,B,289,Bedford-Nostrand Avs,289,G33,G,YES,YES,40.6895625,-73.9549988
Bedford-Nostrand Avs,Crosstown,B,289,Bedford-Nostrand Avs,289,G33,G,YES,YES,40.689367,-73.954957
Bedford-Nostrand Avs,Crosstown,B,289,Bedford-Nostrand Avs,289,G33,G,YES,YES,40.689995,-73.951616
Bedford-Nostrand Avs,Crosstown,B,289,Bedford-Nostrand Avs,289,G33,G,YES,YES,40.689757,-73.951612
Classon Av,Crosstown,B,290,Classon Av,290,G34,G,YES,YES,40.6889585,-73.9602224
Classon Av,Crosstown,B,290,Classon Av,290,G34,G,YES,YES,40.6887778,-73.9601944
Classon Av,Crosstown,B,290,Classon Av,290,G34,G,YES,YES,40.688781,-73.959871
Clinton-Washington Avs,Crosstown,B,291,Clinton-Washington Avs,291,G35,G,YES,YES,40.687875,-73.967931
Clinton-Washington Avs,Crosstown,B,291,Clinton-Washington Avs,291,G35,G,YES,YES,40.6881201,-73.9675187
Clinton-Washington Avs,Crosstown,B,291,Clinton-Washington Avs,291,G35,G,YES,YES,40.68846,-73.965749
Clinton-Washington Avs,Crosstown,B,291,Clinton-Washington Avs,291,G35,G,YES,YES,40.688157,-73.965579
Fulton St,Crosstown,B,292,Fulton St,292,G36,G,YES,YES,40.6871809,-73.9768588
Fulton St,Crosstown,B,292,Fulton St,292,G36,G,YES,YES,40.6871666,-73.9762873
Fulton St,Crosstown,B,292,Fulton St,292,G36,G,YES,YES,40.6870404,-73.9747032
Fulton St,Crosstown,B,292,Fulton St,292,G36,G,YES,YES,40.6873938,-73.9747688
Eastchester-Dyre Av,Dyre Av,Bx,442,Eastchester-Dyre Av,442,501,5,YES,YES,40.88798,-73.831195
Baychester Av,Dyre Av,Bx,443,Baychester Av,443,502,5,YES,YES,40.879519,-73.837958
Baychester Av,Dyre Av,Bx,443,Baychester Av,443,502,5,NO,YES,40.87933,-73.837858
Gun Hill Rd,Dyre Av,Bx,444,Gun Hill Rd,444,503,5,YES,YES,40.870117,-73.845869
Pelham Pkwy,Dyre Av,Bx,445,Pelham Pkwy,445,504,5,YES,YES,40.8588167,-73.8555237
Morris Park,Dyre Av,Bx,446,Morris Park,446,505,5,YES,YES,40.854544,-73.860248
Hoyt St,Eastern Pky,B,336,Hoyt St,336,233,2 3,YES,YES,40.690972,-73.985448
Hoyt St,Eastern Pky,B,336,Hoyt St,336,233,2 3,YES,YES,40.6903579,-73.985347
Hoyt St,Eastern Pky,B,336,Hoyt St,336,233,2 3,YES,YES,40.690931,-73.98525
Hoyt St,Eastern Pky,B,336,Hoyt St,336,233,2 3,YES,YES,40.690464,-73.9843261
Hoyt St,Eastern Pky,B,336,Hoyt St,336,233,2 3,YES,YES,40.6899591,-73.9842782
Hoyt St,Eastern Pky,B,336,Hoyt St,336,233,2 3,YES,YES,40.6906368,-73.9855806
Nevins St,Eastern Pky,B,337,Nevins St,337,234,2 3 4 5,YES,YES,40.6882442,-73.9806363
Nevins St,Eastern Pky,B,337,Nevins St,337,234,2 3 4 5,YES,YES,40.6880733,-73.980512
Nevins St,Eastern Pky,B,337,Nevins St,337,234,2 3 4 5,YES,YES,40.688243,-73.980356
Nevins St,Eastern Pky,B,337,Nevins St,337,234,2 3 4 5,YES,YES,40.688085,-73.980243
Atlantic Av-Barclays Ctr,Eastern Pky,B,617,Atlantic Av-Barclays Ctr,338,235,2 3 4 5 B D N Q R,YES,YES,40.6847822,-73.9777299
Atlantic Av-Barclays Ctr,Eastern Pky,B,617,Atlantic Av-Barclays Ctr,338,235,2 3 4 5 B D N Q R,YES,YES,40.6850449,-73.9775295
Atlantic Av-Barclays Ctr,Eastern Pky,B,617,Atlantic Av-Barclays Ctr,338,235,2 3 4 5 B D N Q R,YES,YES,40.6848342,-73.9775164
Atlantic Av-Barclays Ctr,Eastern Pky,B,617,Atlantic Av-Barclays Ctr,338,235,2 3 4 5 B D N Q R,YES,YES,40.6849953,-73.9773457
Bergen St,Eastern Pky,B,339,Bergen St,339,236,2 3,YES,YES,40.6808416,-73.9755665
Bergen St,Eastern Pky,B,339,Bergen St,339,236,2 3,YES,YES,40.680832,-73.975534
Bergen St,Eastern Pky,B,339,Bergen St,339,236,2 3,YES,YES,40.680951,-73.975448
Bergen St,Eastern Pky,B,339,Bergen St,339,236,2 3,YES,YES,40.6809217,-73.9749654
Bergen St,Eastern Pky,B,339,Bergen St,339,236,2 3,YES,YES,40.680695,-73.974748
Grand Army Plaza,Eastern Pky,B,340,Grand Army Plaza,340,237,2 3,YES,YES,40.6751588,-73.9712167
Grand Army Plaza,Eastern Pky,B,340,Grand Army Plaza,340,237,2 3,YES,YES,40.67495,-73.97099
Grand Army Plaza,Eastern Pky,B,340,Grand Army Plaza,340,237,2 3,YES,YES,40.6752946,-73.9708257
Grand Army Plaza,Eastern Pky,B,340,Grand Army Plaza,340,237,2 3,YES,YES,40.675129,-73.9708236
Eastern Pkwy-Brooklyn Museum,Eastern Pky,B,341,Eastern Pkwy-Brooklyn Museum,341,238,2 3,YES,YES,40.671789,-73.964301
Eastern Pkwy-Brooklyn Museum,Eastern Pky,B,341,Eastern Pkwy-Brooklyn Museum,341,238,2 3,YES,YES,40.672124,-73.9641041
Eastern Pkwy-Brooklyn Museum,Eastern Pky,B,341,Eastern Pkwy-Brooklyn Museum,341,238,2 3,YES,YES,40.6718788,-73.9643906
Franklin Av-Medgar Evers College/Botanic Garden,Eastern Pky,B,626,Franklin Av-Medgar Evers College,342,239,2 3 4 5 S,YES,YES,40.6703472,-73.957973
Franklin Av-Medgar Evers College/Botanic Garden,Eastern Pky,B,626,Franklin Av-Medgar Evers College,342,239,2 3 4 5 S,YES,YES,40.6709378,-73.957766
Franklin Av-Medgar Evers College/Botanic Garden,Eastern Pky,B,626,Franklin Av-Medgar Evers College,342,239,2 3 4 5 S,YES,YES,40.6704817,-73.9577236
Franklin Av-Medgar Evers College/Botanic Garden,Eastern Pky,B,626,Franklin Av-Medgar Evers College,342,239,2 3 4 5 S,YES,YES,40.6707339,-73.9576499
Nostrand Av,Eastern Pky,B,343,Nostrand Av,343,248,3,YES,YES,40.6697522,-73.950798
Nostrand Av,Eastern Pky,B,343,Nostrand Av,343,248,3,YES,YES,40.6697202,-73.950247
Kingston Av,Eastern Pky,B,344,Kingston Av,344,249,3,YES,YES,40.669289,-73.942463
Kingston Av,Eastern Pky,B,344,Kingston Av,344,249,3,YES,YES,40.669261,-73.941948
Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,YES,YES,40.6688507,-73.9342363
Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,YES,YES,40.6691127,-73.9342117
Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,YES,YES,40.6687238,-73.9318796
Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,YES,YES,40.6689826,-73.9318527
Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,YES,YES,40.6689472,-73.931831
Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,YES,YES,40.6687127,-73.9317067
Crown Hts-Utica Av,Eastern Pky,B,345,Crown Hts-Utica Av,345,250,3 4,YES,YES,40.6689686,-73.9316784
Sutter Av-Rutland Rd,Eastern Pky,B,346,Sutter Av-Rutland Rd,346,251,3,YES,YES,40.664887,-73.923109
Sutter Av-Rutland Rd,Eastern Pky,B,346,Sutter Av-Rutland Rd,346,251,3,YES,YES,40.6651206,-73.9229324
Sutter Av-Rutland Rd,Eastern Pky,B,346,Sutter Av-Rutland Rd,346,251,3,YES,YES,40.6649816,-73.9227814
Saratoga Av,Eastern Pky,B,347,Saratoga Av,347,252,3,YES,YES,40.661401,-73.915543
Saratoga Av,Eastern Pky,B,347,Saratoga Av,347,252,3,YES,YES,40.6616952,-73.9152931
Saratoga Av,Eastern Pky,B,347,Saratoga Av,347,252,3,YES,YES,40.6615645,-73.9152642
Rockaway Av,Eastern Pky,B,348,Rockaway Av,348,253,3,YES,YES,40.6627214,-73.9090482
Rockaway Av,Eastern Pky,B,348,Rockaway Av,348,253,3,YES,YES,40.662401,-73.908809
Junius St,Eastern Pky,B,349,Junius St,349,254,3,YES,YES,40.6633592,-73.9031178
Junius St,Eastern Pky,B,349,Junius St,349,254,3,YES,YES,40.6634149,-73.9027336
Pennsylvania Av,Eastern Pky,B,350,Pennsylvania Av,350,255,3,YES,YES,40.6645892,-73.8941123
Pennsylvania Av,Eastern Pky,B,350,Pennsylvania Av,350,255,3,YES,YES,40.6648582,-73.8938531
Van Siclen Av,Eastern Pky,B,351,Van Siclen Av,351,256,3,YES,YES,40.6657626,-73.8886095
Van Siclen Av,Eastern Pky,B,351,Van Siclen Av,351,256,3,YES,YES,40.665431,-73.888386
New Lots Av,Eastern Pky,B,352,New Lots Av,352,257,3,YES,YES,40.6664379,-73.8833001
New Lots Av,Eastern Pky,B,352,New Lots Av,352,257,3,YES,YES,40.6663094,-73.8832691
Borough Hall/Court St,Eastern Pky,B,620,Borough Hall,415,423,2 3 4 5 R,YES,YES,40.6925156,-73.9912429
Borough Hall/Court St,Eastern Pky,B,620,Borough Hall,415,423,2 3 4 5 R,YES,YES,40.69234,-73.99056
Borough Hall/Court St,Eastern Pky,B,620,Borough Hall,415,423,2 3 4 5 R,YES,YES,40.692601,-73.9905449
Borough Hall/Court St,Eastern Pky,B,620,Borough Hall,415,423,2 3 4 5 R,YES,YES,40.692299,-73.990301
Borough Hall/Court St,Eastern Pky,B,620,Borough Hall,415,423,2 3 4 5 R,YES,YES,40.6925551,-73.9901084
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7595971,-73.8304171
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7594201,-73.8303054
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7597211,-73.8299523
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7594606,-73.8299149
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7595554,-73.8298645
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.759908,-73.829019
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,NO,40.7600183,-73.8286182
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,NO,40.7599225,-73.8285765
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,NO,YES,40.7600635,-73.8284406
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7599602,-73.828416
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7597388,-73.8303311
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7593778,-73.8301544
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7594937,-73.8306493
Flushing-Main St,Flushing,Q,447,Flushing-Main St,447,701,7,YES,YES,40.7593515,-73.8305917
Mets-Willets Point,Flushing,Q,448,Mets-Willets Point,448,702,7,YES,YES,40.7547146,-73.8459125
Mets-Willets Point,Flushing,Q,448,Mets-Willets Point,448,702,7,YES,YES,40.754431,-73.8457859
Mets-Willets Point,Flushing,Q,448,Mets-Willets Point,448,702,7,YES,YES,40.7547983,-73.8457335
Mets-Willets Point,Flushing,Q,448,Mets-Willets Point,448,702,7,YES,YES,40.7547782,-73.8456807
Mets-Willets Point,Flushing,Q,448,Mets-Willets Point,448,702,7,YES,YES,40.7543973,-73.845798
Mets-Willets Point,Flushing,Q,448,Mets-Willets Point,448,702,7,YES,YES,40.7540536,-73.845338
111 St,Flushing,Q,449,111 St,449,705,7,YES,YES,40.75161,-73.856065
111 St,Flushing,Q,449,111 St,449,705,7,YES,YES,40.751423,-73.855996
111 St,Flushing,Q,449,111 St,449,705,7,YES,YES,40.751551,-73.855628
103 St-Corona Plaza,Flushing,Q,450,103 St-Corona Plaza,450,706,7,YES,YES,40.7499645,-73.8625882
103 St-Corona Plaza,Flushing,Q,450,103 St-Corona Plaza,450,706,7,YES,YES,40.7497772,-73.8625659
103 St-Corona Plaza,Flushing,Q,450,103 St-Corona Plaza,450,706,7,YES,YES,40.7499839,-73.8623704
103 St-Corona Plaza,Flushing,Q,450,103 St-Corona Plaza,450,706,7,YES,YES,40.7497985,-73.8623284
Junction Blvd,Flushing,Q,451,Junction Blvd,451,707,7,YES,YES,40.7492396,-73.8696622
Junction Blvd,Flushing,Q,451,Junction Blvd,451,707,7,YES,YES,40.7490569,-73.8696287
Junction Blvd,Flushing,Q,451,Junction Blvd,451,707,7,YES,YES,40.7493442,-73.8694143
Junction Blvd,Flushing,Q,451,Junction Blvd,451,707,7,YES,YES,40.749266,-73.86922
Junction Blvd,Flushing,Q,451,Junction Blvd,451,707,7,YES,YES,40.7490987,-73.8691682
90 St-Elmhurst Av,Flushing,Q,452,90 St-Elmhurst Av,452,708,7,YES,YES,40.748601,-73.876595
90 St-Elmhurst Av,Flushing,Q,452,90 St-Elmhurst Av,452,708,7,YES,YES,40.7486137,-73.8764603
90 St-Elmhurst Av,Flushing,Q,452,90 St-Elmhurst Av,452,708,7,YES,YES,40.7483345,-73.8764271
82 St-Jackson Hts,Flushing,Q,453,82 St-Jackson Hts,453,709,7,YES,YES,40.7478196,-73.8840322
82 St-Jackson Hts,Flushing,Q,453,82 St-Jackson Hts,453,709,7,YES,YES,40.7474627,-73.8839648
82 St-Jackson Hts,Flushing,Q,453,82 St-Jackson Hts,453,709,7,YES,YES,40.7478368,-73.8838809
Jackson Hts-Roosevelt Av/74 St-Broadway,Flushing,Q,616,74 St-Broadway,454,710,7 E F M R,YES,YES,40.7471163,-73.8914148
69 St,Flushing,Q,455,69 St,455,711,7,YES,YES,40.746148,-73.896396
69 St,Flushing,Q,455,69 St,455,711,7,YES,YES,40.7465474,-73.8962773
61 St-Woodside,Flushing,Q,456,61 St-Woodside,456,712,7,YES,NO,40.7455308,-73.9032919
61 St-Woodside,Flushing,Q,456,61 St-Woodside,456,712,7,YES,YES,40.745692,-73.903234
61 St-Woodside,Flushing,Q,456,61 St-Woodside,456,712,7,YES,YES,40.745717,-73.903063
61 St-Woodside,Flushing,Q,456,61 St-Woodside,456,712,7,YES,YES,40.7457662,-73.903182
61 St-Woodside,Flushing,Q,457,61 St-Woodside,456,712,7,YES,YES,40.7458221,-73.9026908
61 St-Woodside,Flushing,Q,458,61 St-Woodside,456,712,7,YES,YES,40.7459171,-73.9027892
61 St-Woodside,Flushing,Q,459,61 St-Woodside,456,712,7,YES,YES,40.7455647,-73.9023955
61 St-Woodside,Flushing,Q,460,61 St-Woodside,456,712,7,YES,YES,40.7454163,-73.9027804
61 St-Woodside,Flushing,Q,461,61 St-Woodside,456,712,7,YES,YES,40.7458485,-73.903232
52 St,Flushing,Q,457,52 St,457,713,7,YES,YES,40.744067,-73.91308
52 St,Flushing,Q,457,52 St,457,713,7,YES,YES,40.743933,-73.913003
52 St,Flushing,Q,457,52 St,457,713,7,YES,YES,40.7444484,-73.9113476
52 St,Flushing,Q,457,52 St,457,713,7,YES,YES,40.7446112,-73.9113315
46 St-Bliss St,Flushing,Q,458,46 St-Bliss St,458,714,7,YES,YES,40.7431175,-73.9187933
46 St-Bliss St,Flushing,Q,458,46 St-Bliss St,458,714,7,YES,YES,40.7432478,-73.9187718
46 St-Bliss St,Flushing,Q,458,46 St-Bliss St,458,714,7,YES,YES,40.7430981,-73.9186348
46 St-Bliss St,Flushing,Q,458,46 St-Bliss St,458,714,7,YES,YES,40.7432275,-73.9186129
46 St-Bliss St,Flushing,Q,458,46 St-Bliss St,458,714,7,YES,YES,40.74301,-73.9178654
46 St-Bliss St,Flushing,Q,458,46 St-Bliss St,458,714,7,YES,YES,40.7431403,-73.9178407
40 St-Lowery St,Flushing,Q,459,40 St-Lowery St,459,715,7,YES,YES,40.7437596,-73.9243672
40 St-Lowery St,Flushing,Q,459,40 St-Lowery St,459,715,7,YES,YES,40.7438924,-73.9243439
40 St-Lowery St,Flushing,Q,459,40 St-Lowery St,459,715,7,YES,YES,40.7437424,-73.9241929
40 St-Lowery St,Flushing,Q,459,40 St-Lowery St,459,715,7,YES,YES,40.7438705,-73.9241768
33 St-Rawson St,Flushing,Q,460,33 St-Rawson St,460,716,7,YES,YES,40.7446191,-73.9317842
33 St-Rawson St,Flushing,Q,460,33 St-Rawson St,460,716,7,YES,YES,40.7447578,-73.9317629
33 St-Rawson St,Flushing,Q,460,33 St-Rawson St,460,716,7,YES,YES,40.7446023,-73.9316209
33 St-Rawson St,Flushing,Q,460,33 St-Rawson St,460,716,7,YES,YES,40.7447369,-73.9315948
33 St-Rawson St,Flushing,Q,460,33 St-Rawson St,460,716,7,YES,YES,40.7445134,-73.9308564
33 St-Rawson St,Flushing,Q,460,33 St-Rawson St,460,716,7,YES,YES,40.7446418,-73.9308367
Court Sq-23 St,Flushing,Q,606,Court Sq,462,719,7 E M G,YES,YES,40.7462295,-73.9457583
Court Sq-23 St,Flushing,Q,606,Court Sq,462,719,7 E M G,YES,YES,40.7461509,-73.9453202
Court Sq-23 St,Flushing,Q,606,Court Sq,462,719,7 E M G,YES,YES,40.7461455,-73.9454034
Hunters Point Av,Flushing,Q,463,Hunters Point Av,463,720,7,YES,YES,40.7425199,-73.9486192
Hunters Point Av,Flushing,Q,463,Hunters Point Av,463,720,7,YES,YES,40.7424395,-73.9481745
Hunters Point Av,Flushing,Q,463,Hunters Point Av,463,720,7,YES,YES,40.7424232,-73.9480914
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.7426057,-73.9542528
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.7426696,-73.9542334
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.7428112,-73.9539823
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.7427763,-73.9538874
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.7424411,-73.9531547
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.742594,-73.952858
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.7423743,-73.9526921
Vernon Blvd-Jackson Av,Flushing,Q,464,Vernon Blvd-Jackson Av,464,721,7,YES,YES,40.7426074,-73.952238
Grand Central-42 St,Flushing,M,610,Grand Central-42 St,465,723,4 5 6 7 S,YES,YES,40.7508941,-73.9751175
42 St-Bryant Pk/5 Av,Flushing,M,609,5 Av,466,724,7 B D F M,YES,YES,40.7542646,-73.9831451
42 St-Bryant Pk/5 Av,Flushing,M,609,5 Av,466,724,7 B D F M,YES,YES,40.7542373,-73.9830705
42 St-Bryant Pk/5 Av,Flushing,M,609,5 Av,466,724,7 B D F M,YES,YES,40.7535726,-73.9814889
34 St-Hudson Yards,Flushing,M,471,34 St-Hudson Yards,471,726,7,YES,YES,40.754904,-74.001323
34 St-Hudson Yards,Flushing,M,471,34 St-Hudson Yards,471,726,7,YES,YES,40.7549612,-74.0009265
34 St - Hudson Yards,Flushing,M,471,34 St-Hudson Yards,471,726,7,YES,YES,40.755766,-74.0002359
Queensboro Plaza,Flushing; Astoria,Q,461,Queensboro Plaza,461,718; R09,7 N W,YES,YES,40.7503023,-73.9402294
Queensboro Plaza,Flushing; Astoria,Q,461,Queensboro Plaza,461,718; R09,7 N W,YES,YES,40.750835,-73.939671
Franklin Av,Franklin Shuttle,B,627,Franklin Av,139,S01,C S,YES,YES,40.6810825,-73.9558693
Park Pl,Franklin Shuttle,B,141,Park Pl,141,S03,S,YES,YES,40.6745435,-73.9579335
Park Pl,Franklin Shuttle,B,141,Park Pl,141,S03,S,YES,YES,40.675208,-73.957591
Franklin Av-Medgar Evers College/Botanic Garden,Franklin Shuttle,B,626,Botanic Garden,142,S04,2 3 4 5 S,YES,YES,40.6706111,-73.9591111
121 St,Jamaica,Q,80,121 St,80,J12,J Z,YES,YES,40.7002829,-73.8292737
121 St,Jamaica,Q,80,121 St,80,J12,J Z,YES,YES,40.7005457,-73.8292418
121 St,Jamaica,Q,80,121 St,80,J12,J Z,YES,YES,40.7008371,-73.8273926
121 St,Jamaica,Q,80,121 St,80,J12,J Z,YES,YES,40.7006174,-73.827227
111 St,Jamaica,Q,81,111 St,81,J13,J,YES,YES,40.697088,-73.8371692
111 St,Jamaica,Q,81,111 St,81,J13,J,YES,YES,40.69678,-73.8370353
104 St,Jamaica,Q,82,104 St,82,J14,J Z,YES,YES,40.695033,-73.843298
104 St,Jamaica,Q,82,104 St,82,J14,J Z,YES,YES,40.695267,-73.843223
Woodhaven Blvd,Jamaica,Q,83,Woodhaven Blvd,83,J15,J Z,YES,YES,40.6935603,-73.8526132
Woodhaven Blvd,Jamaica,Q,83,Woodhaven Blvd,83,J15,J Z,YES,YES,40.6934785,-73.8525673
Woodhaven Blvd,Jamaica,Q,83,Woodhaven Blvd,83,J15,J Z,YES,YES,40.694077,-73.850476
85 St-Forest Pkwy,Jamaica,Q,84,85 St-Forest Pkwy,84,J16,J,YES,YES,40.6926897,-73.8590944
85 St-Forest Pkwy,Jamaica,Q,84,85 St-Forest Pkwy,84,J16,J,YES,YES,40.6923737,-73.8589533
75 St-Elderts Ln,Jamaica,Q,85,75 St-Elderts Ln,85,J17,J Z,YES,YES,40.691479,-73.86661
75 St-Elderts Ln,Jamaica,Q,85,75 St-Elderts Ln,85,J17,J Z,YES,YES,40.691285,-73.866425
Cypress Hills,Jamaica,B,86,Cypress Hills,86,J19,J,YES,YES,40.689596,-73.873555
Cypress Hills,Jamaica,B,86,Cypress Hills,86,J19,J,YES,YES,40.68947,-73.873449
Cypress Hills,Jamaica,B,86,Cypress Hills,86,J19,J,YES,YES,40.690142,-73.87163
Crescent St,Jamaica,B,87,Crescent St,87,J20,J Z,YES,YES,40.6836199,-73.8726013
Crescent St,Jamaica,B,87,Crescent St,87,J20,J Z,YES,YES,40.683494,-73.872528
Norwood Av,Jamaica,B,88,Norwood Av,88,J21,J Z,YES,YES,40.6817899,-73.8790283
Norwood Av,Jamaica,B,88,Norwood Av,88,J21,J Z,YES,YES,40.681659,-73.878984
Cleveland St,Jamaica,B,89,Cleveland St,89,J22,J,YES,YES,40.67968,-73.885709
Cleveland St,Jamaica,B,89,Cleveland St,89,J22,J,YES,YES,40.67957,-73.8856535
Van Siclen Av,Jamaica,B,90,Van Siclen Av,90,J23,J Z,YES,YES,40.6777892,-73.8916915
Van Siclen Av,Jamaica,B,90,Van Siclen Av,90,J23,J Z,YES,YES,40.6778044,-73.8915527
Alabama Av,Jamaica,B,91,Alabama Av,91,J24,J Z,YES,YES,40.6767708,-73.8999078
Alabama Av,Jamaica,B,91,Alabama Av,91,J24,J Z,YES,YES,40.6768239,-73.8995113
Chauncey St,Jamaica,B,93,Chauncey St,93,J28,J Z,YES,YES,40.683335,-73.911394
Chauncey St,Jamaica,B,93,Chauncey St,93,J28,J Z,YES,YES,40.683456,-73.91128
Halsey St,Jamaica,B,94,Halsey St,94,J29,J,YES,YES,40.6858697,-73.9158126
Halsey St,Jamaica,B,94,Halsey St,94,J29,J,YES,YES,40.685981,-73.9156897
Gates Av,Jamaica,B,95,Gates Av,95,J30,J Z,YES,YES,40.6900429,-73.9231697
Gates Av,Jamaica,B,95,Gates Av,95,J30,J Z,YES,YES,40.6901596,-73.9230571
