Stop Name,Line,Borough,Complex ID,Constituent Station Name,Station ID,GTFS Stop ID,Daytime Routes,Entry Allowed,Exit Allowed,Entrance Latitude,Entrance Longitude
W 4 St-Wash Sq,8th Av - Fulton St; 6th Av - Culver,M,167,W 4 St-Wash Sq,167,A32; D20,A C E B D F M,YES,YES,40.7330089,-73.9998114
W 4 St-Wash Sq,8th Av - Fulton St; 6th Av - Culver,M,167,W 4 St-Wash Sq,167,A32; D20,A C E B D F M,YES,YES,40.7331807,-73.9996918
145 St,8th Av - Fulton St; Concourse,M,151,145 St,151,A12; D13,A C B D,YES,YES,40.8239303,-73.9450243
145 St,8th Av - Fulton St; Concourse,M,151,145 St,151,A12; D13,A C B D,YES,YES,40.824244,-73.944931
145 St,8th Av - Fulton St; Concourse,M,151,145 St,151,A12; D13,A C B D,YES,YES,40.823804,-73.9447385
145 St,8th Av - Fulton St; Concourse,M,151,145 St,151,A12; D13,A C B D,YES,YES,40.8240409,-73.9444173
145 St,8th Av - Fulton St; Concourse,M,151,145 St,151,A12; D13,A C B D,YES,YES,40.825652,-73.9438059
145 St,8th Av - Fulton St; Concourse,M,151,145 St,151,A12; D13,A C B D,YES,YES,40.8255977,-73.9434494
Astoria-Ditmars Blvd,Astoria,Q,1,Astoria-Ditmars Blvd,1,R01,N W,YES,YES,40.7749371,-73.9123447
Astoria-Ditmars Blvd,Astoria,Q,1,Astoria-Ditmars Blvd,1,R01,N W,YES,YES,40.7748094,-73.9121624
Astoria-Ditmars Blvd,Astoria,Q,1,Astoria-Ditmars Blvd,1,R01,N W,YES,YES,40.775172,-73.9120581
Astoria-Ditmars Blvd,Astoria,Q,1,Astoria-Ditmars Blvd,1,R01,N W,YES,YES,40.7750479,-73.911877
Astoria-Ditmars Blvd,Astoria,Q,1,Astoria-Ditmars Blvd,1,R01,N W,YES,YES,40.7749098,-73.9119884
Astoria Blvd,Astoria,Q,2,Astoria Blvd,2,R03,N W,YES,YES,40.7703305,-73.9179733
Astoria Blvd,Astoria,Q,2,Astoria Blvd,2,R03,N W,YES,YES,40.7701847,-73.9177584
Astoria Blvd,Astoria,Q,2,Astoria Blvd,2,R03,N W,YES,YES,40.7710582,-73.9173326
Astoria Blvd,Astoria,Q,2,Astoria Blvd,2,R03,N W,YES,YES,40.77087,-73.916935
Astoria Blvd,Astoria,Q,2,Astoria Blvd,2,R03,N W,YES,YES,40.770227,-73.9175874
Astoria Blvd,Astoria,Q,2,Astoria Blvd,2,R03,N W,YES,YES,40.7710215,-73.9171929
30 Av,Astoria,Q,3,30 Av,3,R04,N W,YES,YES,40.766787,-73.921629
30 Av,Astoria,Q,3,30 Av,3,R04,N W,YES,YES,40.7667,-73.921406
30 Av,Astoria,Q,3,30 Av,3,R04,N W,YES,YES,40.7670762,-73.9214007
30 Av,Astoria,Q,3,30 Av,3,R04,N W,YES,YES,40.7669901,-73.9211808
30 Av,Astoria,Q,3,30 Av,3,R04,N W,NO,YES,40.7673601,-73.9208787
Broadway,Astoria,Q,4,Broadway,4,R05,N W,YES,YES,40.7618934,-73.9256167
Broadway,Astoria,Q,4,Broadway,4,R05,N W,YES,YES,40.7617965,-73.9253995
Broadway,Astoria,Q,4,Broadway,4,R05,N W,YES,YES,40.7621671,-73.9253951
Broadway,Astoria,Q,4,Broadway,4,R05,N W,NO,YES,40.7612956,-73.9257997
Broadway,Astoria,Q,4,Broadway,4,R05,N W,YES,YES,40.7620797,-73.9251671
36 Av,Astoria,Q,5,36 Av,5,R06,N W,YES,YES,40.7565079,-73.9299782
36 Av,Astoria,Q,5,36 Av,5,R06,N W,YES,YES,40.756783,-73.9297467
36 Av,Astoria,Q,5,36 Av,5,R06,N W,YES,YES,40.7564139,-73.9297574
39 Av-Dutch Kills,Astoria,Q,6,39 Av-Dutch Kills,6,R08,N W,YES,YES,40.7525155,-73.9329258
39 Av-Dutch Kills,Astoria,Q,6,39 Av-Dutch Kills,6,R08,N W,YES,YES,40.7528785,-73.9329192
Lexington Av/59 St,Astoria,M,613,Lexington Av/59 St,7,R11,4 5 6 N R W,YES,YES,40.7620908,-73.9663577
Lexington Av/59 St,Astoria,M,613,Lexington Av/59 St,7,R11,4 5 6 N R W,YES,YES,40.7623847,-73.9661407
Lexington Av/59 St,Astoria,M,613,Lexington Av/59 St,7,R11,4 5 6 N R W,YES,YES,40.7619934,-73.9661181
Lexington Av/59 St,Astoria,M,613,Lexington Av/59 St,7,R11,4 5 6 N R W,YES,YES,40.762282,-73.9659085
5 Av/59 St,Astoria,M,8,5 Av/59 St,8,R13,N R W,YES,YES,40.7651969,-73.9747154
5 Av/59 St,Astoria,M,8,5 Av/59 St,8,R13,N R W,YES,YES,40.7648951,-73.9747024
5 Av/59 St,Astoria,M,8,5 Av/59 St,8,R13,N R W,YES,YES,40.7651096,-73.9744829
5 Av/59 St,Astoria,M,8,5 Av/59 St,8,R13,N R W,YES,YES,40.7653602,-73.9724734
5 Av/59 St,Astoria,M,8,5 Av/59 St,8,R13,N R W,YES,YES,40.7647645,-73.9724467
5 Av/59 St,Astoria,M,8,5 Av/59 St,8,R13,N R W,YES,YES,40.7647033,-73.9723011
5 Av/59 St,Astoria,M,8,5 Av/59 St,8,R13,N R W,YES,YES,40.7648261,-73.9721997
Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,YES,YES,40.7194985,-74.0022722
Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,YES,YES,40.7194186,-74.002157
Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,YES,YES,40.7196643,-74.0020178
Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,YES,YES,40.719587,-74.0019079
Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,YES,YES,40.7191996,-74.0018441
Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,YES,YES,40.7191509,-74.0017816
Canal St,Broadway,M,623,Canal St,18,R23,6 J Z N Q R W,YES,YES,40.7195185,-74.0016183
City Hall,Broadway,M,20,City Hall,20,R24,R W,YES,YES,40.7131236,-74.0070415
City Hall,Broadway,M,20,City Hall,20,R24,R W,YES,YES,40.7134659,-74.0067485
City Hall,Broadway,M,20,City Hall,20,R24,R W,YES,YES,40.7135017,-74.0067238
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.7101434,-74.0111427
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.710424,-74.0110847
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.7109036,-74.0107616
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.7111261,-74.0106162
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.710165,-74.009182
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.7097799,-74.0102942
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.7104593,-74.0092735
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.7107493,-74.0090283
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.7107448,-74.0089504
Chambers St/WTC/Park Place/Cortlandt St,Broadway,M,624,Cortlandt St,21,R25,2 3 A C E R W,YES,YES,40.71056,-74.0085957
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.7063426,-74.014018
Rector St,Broadway,M,22,Rector St,22,R26,R W,NO,YES,40.7074289,-74.0133042
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.7075497,-74.01322
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.7076697,-74.0131438
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.7078965,-74.0129911
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.707609,-74.0129818
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.7080998,-74.0128571
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.7078334,-74.0128311
Rector St,Broadway,M,22,Rector St,22,R26,R W,YES,YES,40.7080408,-74.0126888
Whitehall St-South Ferry,Broadway,M,635,Whitehall St-South Ferry,23,R27,1 R W,YES,YES,40.7041502,-74.0133314
Whitehall St-South Ferry,Broadway,M,635,Whitehall St-South Ferry,23,R27,1 R W,YES,YES,40.7039956,-74.0133066
Whitehall St-South Ferry,Broadway,M,635,Whitehall St-South Ferry,23,R27,1 R W,YES,YES,40.7041181,-74.0129829
Whitehall St-South Ferry,Broadway,M,635,Whitehall St-South Ferry,23,R27,1 R W,YES,YES,40.7021206,-74.0126457
Whitehall St-South Ferry,Broadway,M,635,Whitehall St-South Ferry,23,R27,1 R W,YES,YES,40.7016764,-74.0129619
Whitehall St-South Ferry,Broadway,M,635,Whitehall St-South Ferry,23,R27,1 R W,YES,YES,40.7019334,-74.0125934
Borough Hall/Court St,Broadway,B,620,Court St,24,R28,2 3 4 5 R,YES,YES,40.6944821,-73.9928266
Borough Hall/Court St,Broadway,B,620,Court St,24,R28,2 3 4 5 R,YES,YES,40.694232,-73.992635
Borough Hall/Court St,Broadway,B,620,Court St,24,R28,2 3 4 5 R,YES,YES,40.6944216,-73.9926103
Jay St-MetroTech,Broadway,B,636,Jay St-MetroTech,25,R29,A C F R,YES,YES,40.692052,-73.986191
Jay St-MetroTech,Broadway,B,636,Jay St-MetroTech,25,R29,A C F R,YES,YES,40.6923585,-73.986175
Jay St-MetroTech,Broadway,B,636,Jay St-MetroTech,25,R29,A C F R,YES,YES,40.6921242,-73.9860742
Jay St-MetroTech,Broadway,B,636,Jay St-MetroTech,25,R29,A C F R,YES,YES,40.692269,-73.986061
Jay St-MetroTech,Broadway,B,636,Jay St-MetroTech,25,R29,A C F R,YES,YES,40.692031,-73.985395
Jay St-MetroTech,Broadway,B,636,Jay St-MetroTech,25,R29,A C F R,YES,YES,40.692315,-73.985172
Jay St-MetroTech,Broadway,B,636,Jay St-MetroTech,25,R29,A C F R,YES,YES,40.6920651,-73.9851702
Van Cortlandt Park-242 St,Broadway - 7Av,Bx,293,Van Cortlandt Park-242 St,293,101,1,YES,YES,40.889783,-73.898432
Van Cortlandt Park-242 St,Broadway - 7Av,Bx,293,Van Cortlandt Park-242 St,293,101,1,YES,YES,40.890136,-73.898257
Van Cortlandt Park-242 St,Broadway - 7Av,Bx,293,Van Cortlandt Park-242 St,293,101,1,YES,YES,40.889683,-73.897925
Van Cortlandt Park-242 St,Broadway - 7Av,Bx,293,Van Cortlandt Park-242 St,293,101,1,YES,YES,40.889946,-73.897798
238 St,Broadway - 7Av,Bx,294,238 St,294,103,1,YES,YES,40.884813,-73.900923
238 St,Broadway - 7Av,Bx,294,238 St,294,103,1,NO,YES,40.8849088,-73.9006597
238 St,Broadway - 7Av,Bx,294,238 St,294,103,1,YES,YES,40.8852451,-73.900452
231 St,Broadway - 7Av,Bx,295,231 St,295,104,1,YES,YES,40.878775,-73.905024
231 St,Broadway - 7Av,Bx,295,231 St,295,104,1,YES,YES,40.878694,-73.904821
231 St,Broadway - 7Av,Bx,295,231 St,295,104,1,YES,YES,40.879168,-73.904751
231 St,Broadway - 7Av,Bx,295,231 St,295,104,1,YES,YES,40.879091,-73.904538
231 St,Broadway - 7Av,Bx,295,231 St,295,104,1,YES,YES,40.8787791,-73.9046367
231 St,Broadway - 7Av,Bx,295,231 St,295,104,1,YES,YES,40.8789717,-73.9050678
Marble Hill-225 St,Broadway - 7Av,M,296,Marble Hill-225 St,296,106,1,YES,YES,40.8744658,-73.910563
Marble Hill-225 St,Broadway - 7Av,M,296,Marble Hill-225 St,296,106,1,YES,YES,40.8743203,-73.9098032
215 St,Broadway - 7Av,M,297,215 St,297,107,1,YES,YES,40.869428,-73.9154543
215 St,Broadway - 7Av,M,297,215 St,297,107,1,YES,YES,40.8693302,-73.9152315
215 St,Broadway - 7Av,M,297,215 St,297,107,1,YES,YES,40.8697981,-73.915179
215 St,Broadway - 7Av,M,297,215 St,297,107,1,NO,YES,40.8697076,-73.9149548
207 St,Broadway - 7Av,M,298,207 St,298,108,1,YES,YES,40.8642822,-73.9192293
207 St,Broadway - 7Av,M,298,207 St,298,108,1,YES,YES,40.8642605,-73.9189461
207 St,Broadway - 7Av,M,298,207 St,298,108,1,YES,YES,40.8647513,-73.9188745
207 St,Broadway - 7Av,M,298,207 St,298,108,1,YES,YES,40.8646144,-73.9186888
Dyckman St,Broadway - 7Av,M,299,Dyckman St,299,109,1,YES,YES,40.8611391,-73.9251315
191 St,Broadway - 7Av,M,300,191 St,300,110,1,YES,YES,40.856413,-73.932605
191 St,Broadway - 7Av,M,300,191 St,300,110,1,YES,YES,40.855374,-73.929536
181 St,Broadway - 7Av,M,301,181 St,301,111,1,YES,YES,40.8491054,-73.9337519
181 St,Broadway - 7Av,M,301,181 St,301,111,1,YES,YES,40.8495727,-73.933351
168 St-Washington Hts,Broadway - 7Av,M,605,168 St-Washington Hts,302,112,1 A C,YES,YES,40.8408691,-73.9402106
168 St-Washington Hts,Broadway - 7Av,M,605,168 St-Washington Hts,302,112,1 A C,YES,YES,40.8410336,-73.9400969
168 St-Washington Hts,Broadway - 7Av,M,605,168 St-Washington Hts,302,112,1 A C,YES,YES,40.8407262,-73.9397252
157 St,Broadway - 7Av,M,303,157 St,303,113,1,YES,YES,40.8342854,-73.9451903
157 St,Broadway - 7Av,M,303,157 St,303,113,1,YES,YES,40.8342392,-73.9450726
157 St,Broadway - 7Av,M,303,157 St,303,113,1,YES,YES,40.8338535,-73.9447553
157 St,Broadway - 7Av,M,303,157 St,303,113,1,YES,YES,40.8338703,-73.9445935
145 St,Broadway - 7Av,M,304,145 St,304,114,1,YES,YES,40.8266705,-73.9505231
145 St,Broadway - 7Av,M,304,145 St,304,114,1,YES,YES,40.8262103,-73.9503932
145 St,Broadway - 7Av,M,304,145 St,304,114,1,YES,YES,40.8265309,-73.9501591
137 St-City College,Broadway - 7Av,M,305,137 St-City College,305,115,1,YES,YES,40.8213608,-73.9544144
137 St-City College,Broadway - 7Av,M,305,137 St-City College,305,115,1,YES,YES,40.8215954,-73.9542336
137 St-City College,Broadway - 7Av,M,305,137 St-City College,305,115,1,YES,YES,40.8213989,-73.9539105
137 St-City College,Broadway - 7Av,M,305,137 St-City College,305,115,1,YES,YES,40.8214651,-73.9538617
125 St,Broadway - 7Av,M,306,125 St,306,116,1,YES,YES,40.8153339,-73.9588257
125 St,Broadway - 7Av,M,306,125 St,306,116,1,YES,YES,40.8157388,-73.9585275
125 St,Broadway - 7Av,M,306,125 St,306,116,1,YES,YES,40.8151608,-73.9584439
125 St,Broadway - 7Av,M,306,125 St,306,116,1,YES,YES,40.8152606,-73.9583715
116 St-Columbia University,Broadway - 7Av,M,307,116 St-Columbia University,307,117,1,NO,YES,40.8075562,-73.9640135
116 St-Columbia University,Broadway - 7Av,M,307,116 St-Columbia University,307,117,1,YES,YES,40.8082656,-73.9639636
116 St-Columbia University,Broadway - 7Av,M,307,116 St-Columbia University,307,117,1,YES,YES,40.8084113,-73.9638543
116 St-Columbia University,Broadway - 7Av,M,307,116 St-Columbia University,307,117,1,YES,YES,40.8081156,-73.9636063
116 St-Columbia University,Broadway - 7Av,M,307,116 St-Columbia University,307,117,1,YES,YES,40.8082611,-73.9634977
Cathedral Pkwy (110 St),Broadway - 7Av,M,308,Cathedral Pkwy (110 St),308,118,1,YES,YES,40.8044061,-73.966777
Cathedral Pkwy (110 St),Broadway - 7Av,M,308,Cathedral Pkwy (110 St),308,118,1,YES,YES,40.8039646,-73.9666339
Cathedral Pkwy (110 St),Broadway - 7Av,M,308,Cathedral Pkwy (110 St),308,118,1,YES,YES,40.8042714,-73.966413
103 St,Broadway - 7Av,M,309,103 St,309,119,1,YES,YES,40.7992939,-73.9686826
103 St,Broadway - 7Av,M,309,103 St,309,119,1,YES,YES,40.7994274,-73.9686148
103 St,Broadway - 7Av,M,309,103 St,309,119,1,YES,YES,40.7991316,-73.9683278
103 St,Broadway - 7Av,M,309,103 St,309,119,1,YES,YES,40.7992499,-73.9682674
103 St,Broadway - 7Av,M,309,103 St,309,119,1,NO,YES,40.799598,-73.9680972
96 St,Broadway - 7Av,M,310,96 St,310,120,1 2 3,YES,YES,40.793077,-73.9731789
96 St,Broadway - 7Av,M,310,96 St,310,120,1 2 3,YES,YES,40.7932219,-73.9730778
96 St,Broadway - 7Av,M,310,96 St,310,120,1 2 3,YES,YES,40.7929331,-73.9728322
96 St,Broadway - 7Av,M,310,96 St,310,120,1 2 3,YES,YES,40.7930775,-73.9727315
96 St,Broadway - 7Av,M,310,96 St,310,120,1 2 3,YES,YES,40.7940752,-73.9722294
96 St,Broadway - 7Av,M,310,96 St,310,120,1 2 3,YES,YES,40.7943215,-73.9720456
86 St,Broadway - 7Av,M,311,86 St,311,121,1,YES,YES,40.7883789,-73.9768956
86 St,Broadway - 7Av,M,311,86 St,311,121,1,YES,YES,40.7885233,-73.9767421
86 St,Broadway - 7Av,M,311,86 St,311,121,1,YES,YES,40.7890395,-73.9763287
86 St,Broadway - 7Av,M,311,86 St,311,121,1,YES,YES,40.7881232,-73.9762958
86 St,Broadway - 7Av,M,311,86 St,311,121,1,YES,YES,40.7882875,-73.9760838
79 St,Broadway - 7Av,M,312,79 St,312,122,1,YES,YES,40.7837622,-73.9802909
79 St,Broadway - 7Av,M,312,79 St,312,122,1,YES,YES,40.7840876,-73.980049
79 St,Broadway - 7Av,M,312,79 St,312,122,1,YES,YES,40.7836285,-73.9799341
79 St,Broadway - 7Av,M,312,79 St,312,122,1,YES,YES,40.7839996,-73.9796573
72 St,Broadway - 7Av,M,313,72 St,313,123,1 2 3,YES,YES,40.7784472,-73.9819528
72 St,Broadway - 7Av,M,313,72 St,313,123,1 2 3,YES,YES,40.77860001,-73.9819322
72 St,Broadway - 7Av,M,313,72 St,313,123,1 2 3,YES,YES,40.7788959,-73.9818868
72 St,Broadway - 7Av,M,313,72 St,313,123,1 2 3,YES,YES,40.7791489,-73.9818312
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.7735889,-73.9820215
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.7737597,-73.9824364
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.773829,-73.982433
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.7736414,-73.982431
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.7736961,-73.98202
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.7734779,-73.982018
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.7726185,-73.9825096
66 St-Lincoln Center,Broadway - 7Av,M,314,66 St-Lincoln Center,314,124,1,YES,YES,40.772741,-73.9825462
59 St-Columbus Circle,Broadway - 7Av,M,614,59 St-Columbus Circle,315,125,1 A C B D,YES,YES,40.7693477,-73.9823068
59 St-Columbus Circle,Broadway - 7Av,M,614,59 St-Columbus Circle,315,125,1 A C B D,YES,YES,40.7692671,-73.9823068
59 St-Columbus Circle,Broadway - 7Av,M,614,59 St-Columbus Circle,315,125,1 A C B D,YES,YES,40.7688277,-73.9821169
59 St-Columbus Circle,Broadway - 7Av,M,614,59 St-Columbus Circle,315,125,1 A C B D,YES,YES,40.7676644,-73.9814388
59 St-Columbus Circle,Broadway - 7Av,M,614,59 St-Columbus Circle,315,125,1 A C B D,YES,YES,40.7676504,-73.9812302
59 St-Columbus Circle,Broadway - 7Av,M,614,59 St-Columbus Circle,315,125,1 A C B D,YES,YES,40.7685822,-73.982112
50 St,Broadway - 7Av,M,316,50 St,316,126,1,YES,YES,40.7615236,-73.9844507
50 St,Broadway - 7Av,M,316,50 St,316,126,1,YES,YES,40.7616592,-73.9843289
50 St,Broadway - 7Av,M,316,50 St,316,126,1,YES,YES,40.7612765,-73.9838216
50 St,Broadway - 7Av,M,316,50 St,316,126,1,YES,YES,40.761364,-73.9837605
50 St,Broadway - 7Av,M,316,50 St,316,126,1,YES,YES,40.7611955,-73.9837075
50 St,Broadway - 7Av,M,316,50 St,316,126,1,YES,YES,40.761325,-73.9836631
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.754817,-73.9882354
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.7546185,-73.9878092
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.7555721,-73.9876725
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.7561323,-73.9875149
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.755248,-73.987362
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.7563493,-73.9872942
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.7551794,-73.9871944
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.7558569,-73.9868078
Times Sq-42 St/Port Authority Bus Terminal,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.7555881,-73.9863448
Times Sq-42 St,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,YES,YES,40.755862,-73.9869267
Times Sq-42 St,Broadway - 7Av,M,611,Times Sq-42 St,317,127,1 2 3 7 A C E N Q R W S,NO,YES,40.7557938,-73.9869748
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7498879,-73.9918114
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7505404,-73.9913529
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.751066,-73.9911404
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7496113,-73.9910228
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7509665,-73.9908876
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7503272,-73.9908869
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7512038,-73.9907529
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7500804,-73.9907021
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7507624,-73.9903986
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.751027,-73.9903473
34 St-Penn Station,Broadway - 7Av,M,318,34 St-Penn Station,318,128,1 2 3,YES,YES,40.7503288,-73.9914807
28 St,Broadway - 7Av,M,319,28 St,319,129,1,NO,YES,40.746787,-73.993955
28 St,Broadway - 7Av,M,319,28 St,319,129,1,YES,YES,40.7472595,-73.9935916
28 St,Broadway - 7Av,M,319,28 St,319,129,1,NO,YES,40.7466097,-73.9935733
28 St,Broadway - 7Av,M,319,28 St,319,129,1,YES,YES,40.7473836,-73.9934959
28 St,Broadway - 7Av,M,319,28 St,319,129,1,YES,YES,40.7470999,-73.9932219
28 St,Broadway - 7Av,M,319,28 St,319,129,1,YES,YES,40.7472356,-73.9931424
23 St,Broadway - 7Av,M,320,23 St,320,130,1,YES,YES,40.7440065,-73.9959143
23 St,Broadway - 7Av,M,320,23 St,320,130,1,YES,YES,40.7443252,-73.9958344
23 St,Broadway - 7Av,M,320,23 St,320,130,1,YES,YES,40.7438738,-73.9956323
23 St,Broadway - 7Av,M,320,23 St,320,130,1,YES,YES,40.7441139,-73.995324
18 St,Broadway - 7Av,M,321,18 St,321,131,1,YES,YES,40.7410753,-73.9980934
18 St,Broadway - 7Av,M,321,18 St,321,131,1,YES,YES,40.7412046,-73.9980115
18 St,Broadway - 7Av,M,321,18 St,321,131,1,YES,YES,40.7409199,-73.9977262
18 St,Broadway - 7Av,M,321,18 St,321,131,1,YES,YES,40.7410343,-73.9976084
18 St,Broadway - 7Av,M,321,18 St,321,131,1,NO,YES,40.7417984,-73.9975938
18 St,Broadway - 7Av,M,321,18 St,321,131,1,NO,YES,40.7416195,-73.997168
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,YES,YES,40.7374025,-74.0008499
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,YES,YES,40.7372034,-74.0003842
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,NO,YES,40.7380271,-74.0003571
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,YES,YES,40.7385531,-74.0000082
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,NO,YES,40.7378432,-73.9999159
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,YES,YES,40.7388022,-73.9997036
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,YES,YES,40.7383157,-73.9996827
14 St/6 Av,Broadway - 7Av,M,601,14 St,322,132,1 2 3 L F M,YES,YES,40.7385817,-73.9993871
Christopher St-Stonewall,Broadway - 7Av,M,323,Christopher St-Stonewall,323,133,1,YES,YES,40.7335094,-74.0031819
Christopher St-Stonewall,Broadway - 7Av,M,323,Christopher St-Stonewall,323,133,1,YES,YES,40.7336325,-74.0031477
Christopher St-Stonewall,Broadway - 7Av,M,323,Christopher St-Stonewall,323,133,1,YES,YES,40.7334528,-74.0030886
Christopher St-Stonewall,Broadway - 7Av,M,323,Christopher St-Stonewall,323,133,1,YES,YES,40.7336571,-74.0029893
Christopher St-Stonewall,Broadway - 7Av,M,323,Christopher St-Stonewall,323,133,1,YES,YES,40.7334138,-74.0027719
Houston St,Broadway - 7Av,M,324,Houston St,324,134,1,YES,YES,40.7278265,-74.0056485
Houston St,Broadway - 7Av,M,324,Houston St,324,134,1,YES,YES,40.7279845,-74.0056278
Houston St,Broadway - 7Av,M,324,Houston St,324,134,1,YES,YES,40.7285506,-74.0055379
Houston St,Broadway - 7Av,M,324,Houston St,324,134,1,YES,YES,40.7287096,-74.0055131
Houston St,Broadway - 7Av,M,324,Houston St,324,134,1,YES,YES,40.7277071,-74.0052881
Houston St,Broadway - 7Av,M,324,Houston St,324,134,1,YES,YES,40.7280475,-74.0052406
Houston St,Broadway - 7Av,M,324,Houston St,324,134,1,YES,YES,40.7284389,-74.0051786
